DIA,ESTADO / O.R.,NACIONALIDAD,INADMITIDOS
18/01/2025,Ciudad de México,Uruguay,6
18/01/2025,Ciudad de México,Vietnam,6
18/01/2025,Estado de México,Colombia,18
18/01/2025,Estado de México,Cuba,2
18/01/2025,Nuevo Leon,España,1
18/01/2025,Nuevo Leon,Mauritania,1
18/01/2025,Quintana Roo,Argentina,3
18/01/2025,Quintana Roo,Colombia,40
18/01/2025,Quintana Roo,Costa Rica,2
18/01/2025,Quintana Roo,Cuba,1
18/01/2025,Quintana Roo,España,2
18/01/2025,Quintana Roo,Estado Plurinacional de Bolivia,7
18/01/2025,Quintana Roo,Estados Unidos de América,2
18/01/2025,Quintana Roo,Federación De Rusia,2
18/01/2025,Quintana Roo,Guatemala,3
18/01/2025,Quintana Roo,Panamá,1
18/01/2025,Quintana Roo,Región Administrativa Especial Hong Kong,1
18/01/2025,Quintana Roo,Turquía,2
18/01/2025,Quintana Roo,Vietnam,1
19/01/2025,Baja California Sur,República Islámica del Irán,2
19/01/2025,Chiapas,Jamaica,1
19/01/2025,Ciudad de México,Argentina,2
19/01/2025,Ciudad de México,China,7
19/01/2025,Ciudad de México,Colombia,45
19/01/2025,Ciudad de México,Costa Rica,1
19/01/2025,Ciudad de México,Cuba,3
19/01/2025,Ciudad de México,El Salvador,3
19/01/2025,Ciudad de México,Federación De Rusia,1
19/01/2025,Ciudad de México,Nigeria,1
19/01/2025,Ciudad de México,Pakistán,2
19/01/2025,Ciudad de México,Panamá,1
19/01/2025,Ciudad de México,Perú,2
19/01/2025,Ciudad de México,República Bolivariana de Venezuela,1
19/01/2025,Ciudad de México,República Federal Democrática de Nepal,1
19/01/2025,Ciudad de México,Turquía,1
19/01/2025,Estado de México,Armenia,1
19/01/2025,Estado de México,China,2
19/01/2025,Estado de México,Colombia,3
19/01/2025,Estado de México,Haití,1
19/01/2025,Estado de México,Jamaica,3
19/01/2025,Estado de México,Región Administrativa Especial Hong Kong,1
19/01/2025,Jalisco,Colombia,5
19/01/2025,Nuevo Leon,Colombia,2
19/01/2025,Quintana Roo,Alemania,1
19/01/2025,Quintana Roo,Argentina,1
19/01/2025,Quintana Roo,China,1
19/01/2025,Quintana Roo,Colombia,47
19/01/2025,Quintana Roo,Costa Rica,1
19/01/2025,Quintana Roo,Cuba,4
19/01/2025,Quintana Roo,Estados Unidos de América,2
19/01/2025,Quintana Roo,Haití,1
19/01/2025,Quintana Roo,Jamaica,1
19/01/2025,Quintana Roo,Rumania,1
19/01/2025,Quintana Roo,Turquía,1
20/01/2025,Baja California,China,1
20/01/2025,Baja California,India,1
20/01/2025,Ciudad de México,Chile,1
20/01/2025,Ciudad de México,Colombia,34
20/01/2025,Ciudad de México,Cuba,1
20/01/2025,Ciudad de México,El Salvador,5
20/01/2025,Ciudad de México,Estado Plurinacional de Bolivia,1
20/01/2025,Ciudad de México,Estados Unidos de América,2
20/01/2025,Ciudad de México,Federación De Rusia,2
20/01/2025,Ciudad de México,Guatemala,1
20/01/2025,Ciudad de México,Honduras,4
20/01/2025,Ciudad de México,India,2
20/01/2025,Ciudad de México,Nigeria,1
20/01/2025,Ciudad de México,Pakistán,1
20/01/2025,Ciudad de México,Perú,5
20/01/2025,Ciudad de México,República Bolivariana de Venezuela,2
20/01/2025,Estado de México,Colombia,6
20/01/2025,Estado de México,República Dominicana,1
20/01/2025,Jalisco,Colombia,3
20/01/2025,Jalisco,Estados Unidos de América,1
20/01/2025,Nuevo Leon,Colombia,4
20/01/2025,Quintana Roo,Argentina,3
20/01/2025,Quintana Roo,Canadá,1
20/01/2025,Quintana Roo,Colombia,63
20/01/2025,Quintana Roo,Costa Rica,1
20/01/2025,Quintana Roo,El Salvador,1
20/01/2025,Quintana Roo,España,1
20/01/2025,Quintana Roo,Estado Plurinacional de Bolivia,4
20/01/2025,Quintana Roo,Grecia,1
20/01/2025,Quintana Roo,Kenia,1
20/01/2025,Quintana Roo,Nigeria,3
20/01/2025,Quintana Roo,Pakistán,1
20/01/2025,Quintana Roo,Perú,1
20/01/2025,Quintana Roo,República Bolivariana de Venezuela,1
20/01/2025,Quintana Roo,Tailandia,1
21/01/2025,Baja California Sur,Estados Unidos de América,1
21/01/2025,Chiapas,Guatemala,1
21/01/2025,Ciudad de México,Brasil,1
21/01/2025,Ciudad de México,Camerún,3
21/01/2025,Ciudad de México,China,7
21/01/2025,Ciudad de México,Colombia,34
21/01/2025,Ciudad de México,Costa Rica,4
21/01/2025,Ciudad de México,Ecuador,2
21/01/2025,Ciudad de México,El Salvador,7
21/01/2025,Ciudad de México,Guatemala,3
21/01/2025,Ciudad de México,Honduras,4
21/01/2025,Ciudad de México,India,7
21/01/2025,Ciudad de México,Kazajstan,1
21/01/2025,Ciudad de México,Pakistán,1
21/01/2025,Ciudad de México,Perú,1
21/01/2025,Estado de México,China,1
21/01/2025,Estado de México,Colombia,4
21/01/2025,Estado de México,España,1
21/01/2025,Estado de México,República Bolivariana de Venezuela,1
21/01/2025,Jalisco,Chile,1
21/01/2025,Jalisco,Estados Unidos de América,1
21/01/2025,Jalisco,Panamá,1
21/01/2025,Nuevo Leon,Colombia,1
21/01/2025,Nuevo Leon,Cuba,1
21/01/2025,Quintana Roo,Argentina,1
21/01/2025,Quintana Roo,Bosnia y Herzegovina,2
21/01/2025,Quintana Roo,Brasil,1
21/01/2025,Quintana Roo,Canadá,2
21/01/2025,Quintana Roo,Colombia,29
21/01/2025,Quintana Roo,Costa Rica,2
21/01/2025,Quintana Roo,Estados Unidos de América,2
21/01/2025,Quintana Roo,Grecia,1
21/01/2025,Quintana Roo,Guatemala,5
21/01/2025,Quintana Roo,Italia,2
22/01/2025,Chiapas,Belice,3
22/01/2025,Chiapas,Guatemala,2
22/01/2025,Ciudad de México,Argentina,1
22/01/2025,Ciudad de México,Camerún,1
22/01/2025,Ciudad de México,China,6
22/01/2025,Ciudad de México,Colombia,37
22/01/2025,Ciudad de México,Costa Rica,6
22/01/2025,Ciudad de México,El Salvador,1
22/01/2025,Ciudad de México,Federación De Rusia,6
22/01/2025,Ciudad de México,Guatemala,2
22/01/2025,Ciudad de México,Haití,1
22/01/2025,Ciudad de México,India,7
22/01/2025,Ciudad de México,Panamá,1
22/01/2025,Ciudad de México,Región Administrativa Especial Hong Kong,1
22/01/2025,Ciudad de México,República Democrática del Congo,1
22/01/2025,Ciudad de México,Ucrania,1
22/01/2025,Estado de México,Colombia,7
22/01/2025,Nuevo Leon,Cuba,1
22/01/2025,Nuevo Leon,España,1
22/01/2025,Nuevo Leon,Haití,1
22/01/2025,Quintana Roo,Argentina,4
22/01/2025,Quintana Roo,Brasil,1
22/01/2025,Quintana Roo,Colombia,11
22/01/2025,Quintana Roo,Costa Rica,3
22/01/2025,Quintana Roo,Etiopia,5
22/01/2025,Quintana Roo,Federación De Rusia,5
22/01/2025,Quintana Roo,Guatemala,1
23/01/2025,Chiapas,Guatemala,1
23/01/2025,Ciudad de México,China,13
23/01/2025,Ciudad de México,Colombia,46
23/01/2025,Ciudad de México,Costa Rica,2
23/01/2025,Ciudad de México,Cuba,8
23/01/2025,Ciudad de México,Estado Plurinacional de Bolivia,2
23/01/2025,Ciudad de México,Federación De Rusia,2
23/01/2025,Ciudad de México,Guatemala,1
23/01/2025,Ciudad de México,India,2
23/01/2025,Ciudad de México,Nicaragua,2
23/01/2025,Ciudad de México,Pakistán,1
23/01/2025,Ciudad de México,Panamá,1
23/01/2025,Ciudad de México,Perú,2
23/01/2025,Estado de México,Colombia,4
23/01/2025,Estado de México,Cuba,2
23/01/2025,Estado de México,Haití,1
23/01/2025,Jalisco,Colombia,12
23/01/2025,Nuevo Leon,China,1
23/01/2025,Nuevo Leon,Colombia,2
23/01/2025,Quintana Roo,Argentina,1
23/01/2025,Quintana Roo,China,5
23/01/2025,Quintana Roo,Colombia,8
23/01/2025,Quintana Roo,Cuba,1
23/01/2025,Quintana Roo,España,1
23/01/2025,Quintana Roo,Estados Unidos de América,3
23/01/2025,Quintana Roo,Francia,1
23/01/2025,Quintana Roo,Guatemala,5
23/01/2025,Quintana Roo,Guyana,1
23/01/2025,Quintana Roo,India,1
23/01/2025,Quintana Roo,Italia,1
23/01/2025,Quintana Roo,Perú,2
23/01/2025,Quintana Roo,Rumania,1
24/01/2025,Baja California Sur,Estados Unidos de América,1
24/01/2025,Baja California,Pakistán,1
24/01/2025,Chiapas,Estados Unidos de América,1
24/01/2025,Chiapas,Guatemala,2
24/01/2025,Ciudad de México,Chile,1
24/01/2025,Ciudad de México,China,3
24/01/2025,Ciudad de México,Colombia,34
24/01/2025,Ciudad de México,Ecuador,3
24/01/2025,Ciudad de México,Estados Unidos de América,2
24/01/2025,Ciudad de México,Guatemala,3
24/01/2025,Ciudad de México,India,2
24/01/2025,Ciudad de México,Nicaragua,1
24/01/2025,Ciudad de México,Panamá,5
24/01/2025,Ciudad de México,Región Administrativa Especial Hong Kong,1
24/01/2025,Ciudad de México,República Bolivariana de Venezuela,2
24/01/2025,Ciudad de México,Rumania,3
24/01/2025,Ciudad de México,Taiwan (Provincia de China),2
24/01/2025,Estado de México,Colombia,4
24/01/2025,Jalisco,Estados Unidos de América,1
24/01/2025,Nuevo Leon,Colombia,4
24/01/2025,Nuevo Leon,República Bolivariana de Venezuela,1
24/01/2025,Quintana Roo,Argentina,3
24/01/2025,Quintana Roo,Canadá,1
24/01/2025,Quintana Roo,Colombia,17
24/01/2025,Quintana Roo,Costa Rica,6
24/01/2025,Quintana Roo,Cuba,1
24/01/2025,Quintana Roo,Estado Plurinacional de Bolivia,1
24/01/2025,Quintana Roo,Grecia,2
24/01/2025,Quintana Roo,India,1
24/01/2025,Quintana Roo,Panamá,4
24/01/2025,Quintana Roo,Perú,6
24/01/2025,Quintana Roo,Reino Unido de Gran Bretaña e Irlanda del Norte,1
24/01/2025,Quintana Roo,Turquía,2
24/01/2025,Quintana Roo,Ucrania,1
25/01/2025,Chiapas,Guatemala,1
25/01/2025,Ciudad de México,Argentina,2
25/01/2025,Ciudad de México,China,1
25/01/2025,Ciudad de México,Colombia,45
25/01/2025,Ciudad de México,Estados Unidos de América,1
25/01/2025,Ciudad de México,Guatemala,2
25/01/2025,Ciudad de México,Haití,1
25/01/2025,Ciudad de México,India,3
25/01/2025,Ciudad de México,Pakistán,3
25/01/2025,Ciudad de México,Perú,3
25/01/2025,Ciudad de México,Ucrania,1
25/01/2025,Estado de México,China,2
25/01/2025,Estado de México,Colombia,8
25/01/2025,Guanajuato,Estados Unidos de América,1
25/01/2025,Jalisco,Colombia,1
25/01/2025,Jalisco,Kenia,1
25/01/2025,Nuevo Leon,China,2
25/01/2025,Quintana Roo,Argentina,2
25/01/2025,Quintana Roo,Azerbaiyán,1
25/01/2025,Quintana Roo,Canadá,1
25/01/2025,Quintana Roo,Colombia,45
25/01/2025,Quintana Roo,Costa Rica,1
25/01/2025,Quintana Roo,Cuba,1
25/01/2025,Quintana Roo,Estado Plurinacional de Bolivia,11
25/01/2025,Quintana Roo,Estados Unidos de América,6
25/01/2025,Quintana Roo,Federación De Rusia,1
25/01/2025,Quintana Roo,Haití,1
25/01/2025,Quintana Roo,Nigeria,2
25/01/2025,Quintana Roo,Turquía,2
25/01/2025,Quintana Roo,Uruguay,1
26/01/2025,Baja California,Estados Unidos de América,16
26/01/2025,Chiapas,Colombia,1
26/01/2025,Chiapas,Guatemala,2
26/01/2025,Ciudad de México,Afganistán,1
26/01/2025,Ciudad de México,Albania,1
26/01/2025,Ciudad de México,Argentina,2
26/01/2025,Ciudad de México,Brasil,1
26/01/2025,Ciudad de México,Camerún,1
26/01/2025,Ciudad de México,China,7
26/01/2025,Ciudad de México,Colombia,13
26/01/2025,Ciudad de México,Costa Rica,5
26/01/2025,Ciudad de México,Cuba,1
26/01/2025,Ciudad de México,Egipto,2
26/01/2025,Ciudad de México,Estados Unidos de América,1
26/01/2025,Ciudad de México,Guatemala,5
26/01/2025,Ciudad de México,India,2
26/01/2025,Ciudad de México,Kazajstan,2
26/01/2025,Ciudad de México,Perú,1
26/01/2025,Ciudad de México,Vietnam,6
26/01/2025,Estado de México,Colombia,4
26/01/2025,Estado de México,Federación De Rusia,1
26/01/2025,Jalisco,Colombia,3
26/01/2025,Jalisco,Estados Unidos de América,3
26/01/2025,Quintana Roo,Argentina,1
26/01/2025,Quintana Roo,Colombia,13
26/01/2025,Quintana Roo,Costa Rica,3
26/01/2025,Quintana Roo,Estado Plurinacional de Bolivia,1
26/01/2025,Quintana Roo,Estados Unidos de América,3
26/01/2025,Quintana Roo,Federación De Rusia,4
26/01/2025,Quintana Roo,Israel,1
26/01/2025,Quintana Roo,Jamaica,2
26/01/2025,Quintana Roo,Panamá,1
26/01/2025,Quintana Roo,Perú,1
26/01/2025,Quintana Roo,República Bolivariana de Venezuela,3
26/01/2025,Quintana Roo,Rumania,3
26/01/2025,Quintana Roo,Uruguay,1
27/01/2025,Baja California,Estados Unidos de América,2
27/01/2025,Chiapas,Guatemala,1
27/01/2025,Ciudad de México,Alemania,1
27/01/2025,Ciudad de México,Argentina,2
27/01/2025,Ciudad de México,Camerún,1
27/01/2025,Ciudad de México,Colombia,26
27/01/2025,Ciudad de México,Costa Rica,3
27/01/2025,Ciudad de México,Cuba,1
27/01/2025,Ciudad de México,Estados Unidos de América,2
27/01/2025,Ciudad de México,Guatemala,1
27/01/2025,Ciudad de México,Nicaragua,1
27/01/2025,Ciudad de México,Pakistán,1
27/01/2025,Ciudad de México,Sri Lanka,1
27/01/2025,Estado de México,China,2
27/01/2025,Estado de México,Colombia,5
27/01/2025,Estado de México,México,1
27/01/2025,Jalisco,Colombia,4
27/01/2025,Jalisco,Estados Unidos de América,1
27/01/2025,Nuevo Leon,Colombia,1
27/01/2025,Quintana Roo,Argentina,1
27/01/2025,Quintana Roo,Azerbaiyán,5
27/01/2025,Quintana Roo,Colombia,33
27/01/2025,Quintana Roo,Cuba,1
27/01/2025,Quintana Roo,España,2
27/01/2025,Quintana Roo,Estado Plurinacional de Bolivia,3
27/01/2025,Quintana Roo,Estados Unidos de América,2
27/01/2025,Quintana Roo,Filipinas,2
27/01/2025,Quintana Roo,Panamá,6
27/01/2025,Quintana Roo,República Bolivariana de Venezuela,1
27/01/2025,Quintana Roo,Uruguay,1
28/01/2025,Baja California,Cuba,1
28/01/2025,Baja California,Estados Unidos de América,2
28/01/2025,Ciudad de México,Argentina,3
28/01/2025,Ciudad de México,China,8
28/01/2025,Ciudad de México,Colombia,27
28/01/2025,Ciudad de México,Costa Rica,1
28/01/2025,Ciudad de México,Cuba,1
28/01/2025,Ciudad de México,Haití,3
28/01/2025,Ciudad de México,Honduras,1
28/01/2025,Ciudad de México,India,1
28/01/2025,Ciudad de México,Perú,1
28/01/2025,Estado de México,Argentina,2
28/01/2025,Estado de México,China,1
28/01/2025,Estado de México,Colombia,6
28/01/2025,Estado de México,Cuba,2
28/01/2025,Nuevo Leon,Colombia,1
28/01/2025,Nuevo Leon,Honduras,1
28/01/2025,Nuevo Leon,Panamá,2
28/01/2025,Nuevo Leon,Perú,2
28/01/2025,Quintana Roo,Argentina,5
28/01/2025,Quintana Roo,China,3
28/01/2025,Quintana Roo,Colombia,19
28/01/2025,Quintana Roo,España,5
28/01/2025,Quintana Roo,Guatemala,1
28/01/2025,Quintana Roo,India,3
28/01/2025,Quintana Roo,Nigeria,1
28/01/2025,Zacatecas,Estados Unidos de América,1
29/01/2025,Baja California,Congo,1
29/01/2025,Baja California,Estados Unidos de América,25
29/01/2025,Baja California,República Bolivariana de Venezuela,1
29/01/2025,Baja California,Taiwan (Provincia de China),8
29/01/2025,Chiapas,Guatemala,1
29/01/2025,Ciudad de México,China,10
29/01/2025,Ciudad de México,Colombia,24
29/01/2025,Ciudad de México,Costa Rica,3
29/01/2025,Ciudad de México,Cuba,4
29/01/2025,Ciudad de México,España,1
29/01/2025,Ciudad de México,Estado Plurinacional de Bolivia,4
29/01/2025,Ciudad de México,Estados Unidos de América,1
29/01/2025,Ciudad de México,Haití,1
29/01/2025,Ciudad de México,India,1
29/01/2025,Ciudad de México,Pakistán,1
29/01/2025,Ciudad de México,República Democrática del Congo,1
29/01/2025,Ciudad de México,Sri Lanka,1
29/01/2025,Estado de México,Colombia,3
29/01/2025,Estado de México,Haití,1
29/01/2025,Jalisco,Honduras,1
29/01/2025,Michoacán,Estados Unidos de América,1
29/01/2025,Nuevo Leon,Estados Unidos de América,1
29/01/2025,Nuevo Leon,Jamaica,1
29/01/2025,Quintana Roo,Argentina,3
29/01/2025,Quintana Roo,Colombia,31
29/01/2025,Quintana Roo,Costa Rica,1
29/01/2025,Quintana Roo,Cuba,2
29/01/2025,Quintana Roo,Estado Plurinacional de Bolivia,15
29/01/2025,Quintana Roo,Estados Unidos de América,2
29/01/2025,Quintana Roo,Francia,3
29/01/2025,Quintana Roo,Jamaica,1
29/01/2025,Quintana Roo,Panamá,11
29/01/2025,Quintana Roo,Perú,1
29/01/2025,Quintana Roo,República Dominicana,1
29/01/2025,Yucatán,Cuba,1
30/01/2025,Baja California,Estados Unidos de América,39
30/01/2025,Chiapas,Guatemala,1
30/01/2025,Ciudad de México,Argentina,4
30/01/2025,Ciudad de México,Chile,1
30/01/2025,Ciudad de México,China,1
30/01/2025,Ciudad de México,Colombia,26
30/01/2025,Ciudad de México,Costa Rica,4
30/01/2025,Ciudad de México,Cuba,1
30/01/2025,Ciudad de México,España,1
30/01/2025,Ciudad de México,Estado Plurinacional de Bolivia,2
30/01/2025,Ciudad de México,Federación De Rusia,1
30/01/2025,Ciudad de México,Honduras,1
30/01/2025,Ciudad de México,India,2
30/01/2025,Ciudad de México,Perú,1
30/01/2025,Ciudad de México,República Federal Democrática de Nepal,1
30/01/2025,Ciudad de México,Rumania,1
30/01/2025,Estado de México,China,1
30/01/2025,Estado de México,Colombia,5
30/01/2025,Jalisco,Armenia,1
30/01/2025,Jalisco,Colombia,7
30/01/2025,Nuevo Leon,Colombia,1
30/01/2025,Nuevo Leon,Costa Rica,1
30/01/2025,Quintana Roo,Argentina,8
30/01/2025,Quintana Roo,Belarús,2
30/01/2025,Quintana Roo,Brasil,1
30/01/2025,Quintana Roo,Colombia,12
30/01/2025,Quintana Roo,Cuba,1
30/01/2025,Quintana Roo,Federación De Rusia,2
30/01/2025,Quintana Roo,India,2
30/01/2025,Quintana Roo,Marruecos,1
30/01/2025,Quintana Roo,Ucrania,1
30/01/2025,Quintana Roo,Uruguay,1
31/01/2025,Baja California,Estados Unidos de América,41
31/01/2025,Baja California,Filipinas,1
31/01/2025,Baja California,Italia,1
31/01/2025,Baja California,Jordania,1
31/01/2025,Baja California,México,1
31/01/2025,Ciudad de México,Brasil,1
31/01/2025,Ciudad de México,China,6
31/01/2025,Ciudad de México,Colombia,29
31/01/2025,Ciudad de México,Costa Rica,4
31/01/2025,Ciudad de México,Nicaragua,3
31/01/2025,Ciudad de México,Nigeria,1
31/01/2025,Ciudad de México,Panamá,2
31/01/2025,Ciudad de México,República Bolivariana de Venezuela,1
31/01/2025,Ciudad de México,Sri Lanka,1
31/01/2025,Estado de México,Colombia,17
31/01/2025,Jalisco,Brasil,1
31/01/2025,Nuevo Leon,Colombia,6
31/01/2025,Quintana Roo,Argentina,6
31/01/2025,Quintana Roo,Azerbaiyán,1
31/01/2025,Quintana Roo,Brasil,1
31/01/2025,Quintana Roo,Colombia,33
31/01/2025,Quintana Roo,Estado Plurinacional de Bolivia,2
31/01/2025,Quintana Roo,Estados Unidos de América,2
31/01/2025,Quintana Roo,Jamaica,5
31/01/2025,Quintana Roo,Nicaragua,1
31/01/2025,Quintana Roo,Panamá,3
31/01/2025,Quintana Roo,Sudán,1
31/01/2025,Quintana Roo,Ucrania,1
01/02/2025,Baja California,Estados Unidos de América,21
01/02/2025,Baja California,Palestina,1
01/02/2025,Ciudad de México,Argentina,1
01/02/2025,Ciudad de México,Brasil,1
01/02/2025,Ciudad de México,China,3
01/02/2025,Ciudad de México,Colombia,26
01/02/2025,Ciudad de México,Costa Rica,3
01/02/2025,Ciudad de México,Cuba,2
01/02/2025,Ciudad de México,El Salvador,1
01/02/2025,Ciudad de México,Estados Unidos de América,1
01/02/2025,Ciudad de México,Grecia,1
01/02/2025,Ciudad de México,Guatemala,4
01/02/2025,Estado de México,Colombia,7
01/02/2025,Estado de México,España,1
01/02/2025,Nuevo Leon,Colombia,2
01/02/2025,Nuevo Leon,Haití,1
01/02/2025,Quintana Roo,Brasil,6
01/02/2025,Quintana Roo,Colombia,24
01/02/2025,Quintana Roo,Costa Rica,4
01/02/2025,Quintana Roo,Estados Unidos de América,1
01/02/2025,Quintana Roo,Federación De Rusia,1
01/02/2025,Quintana Roo,República Bolivariana de Venezuela,1
01/02/2025,Quintana Roo,Ucrania,1
02/02/2025,Baja California,China,1
02/02/2025,Baja California,El Salvador,1
02/02/2025,Baja California,Estados Unidos de América,14
02/02/2025,Baja California,Honduras,1
02/02/2025,Baja California,Italia,1
02/02/2025,Baja California,Nicaragua,1
02/02/2025,Ciudad de México,Argentina,2
02/02/2025,Ciudad de México,China,2
02/02/2025,Ciudad de México,Colombia,15
02/02/2025,Ciudad de México,Costa Rica,4
02/02/2025,Ciudad de México,Cuba,3
02/02/2025,Ciudad de México,El Salvador,2
02/02/2025,Ciudad de México,Estados Unidos de América,2
02/02/2025,Ciudad de México,Kenia,1
02/02/2025,Ciudad de México,República de Corea,1
02/02/2025,Jalisco,Colombia,1
